ID,File Name (VDD),File Name (Local Dir),File Name Result,CI Ref (VDD),CI Ref (Local Dir),CI Ref (Config List),CI Ref Result,Version (VDD),Version (Local Dir),Version (Config List),Version Result,MD5 (VDD),MD5 (Local Dir),MD5 Result,CRC-32 (VDD),CRC-32 (Local Dir),CRC-32 Result,Document Link,Doc Link Result,Source,Local Status,File Status,SHA-1,CRC-32
-26,"DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00.zip",N/A,"DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00",SKIP,"1V00","1V00","1V00",SKIP,"","73d5fa3bf1003f6eb9fb877ac09529d4",VERIFIED,"","4014e359",CALCULATED,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\US\DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00\",MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"02f205777703a7565394c1cb336af8bf63356cab","4014e359"
-25,"DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00.zip",N/A,"DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00",SKIP,"1V00","1V00","1V00",SKIP,"","8d3ff611a23b56479d1e38797d549fc2",VERIFIED,"","9b0426da",CALCULATED,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\UO\DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00\",MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"054b7edc9635412c5da3e21e5c39633c886b17a6","9b0426da"
-24,"DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00.zip",N/A,"DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00",SKIP,"1V00","1V00","1V00",SKIP,"","9f4ffef477a95ff961c41c433bb6e68c",VERIFIED,"","89f961bf",CALCULATED,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\UO\DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00\",MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"2a1aa6c9e3249ba9d7b0cd815caae21c17ca56e9","89f961bf"
-23,"DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00.zip",N/A,"DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00",SKIP,"1V00","1V00","1V00",SKIP,"","57bd176db00ab92e6824ed29ca85d6a3",VERIFIED,"","682da501",CALCULATED,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\UO\DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00\",MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"6beafc74a7ede4b56518d2074fcf9158764cb6cc","682da501"
-22,"DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00.zip",N/A,"DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00",SKIP,"1V00","1V00","1V00",SKIP,"","cb78181ec6e1e2baead9c05ae6f83c7f",VERIFIED,"","0bffe490",CALCULATED,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\UO\DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00\",MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"ab163d5c6782b161b5d07a9f47d8aac38c5c1d34","0bffe490"
-21,"DP-RFSS-7148-V1-01-TAB-X86-MARIADB10V2_7-1V00","DP-RFSS-7148-V1-01-TAB-X86-MariaDB10V2_7-1V00.zip",N/A,"DP-RFSS-7148-V1-01-TAB-X86-MARIADB10V2_7-1V00","DP-RFSS-7148-V1-01-TAB-X86-MariaDB10V2_7-1V00","DP-RFSS-7148-V1-01-TAB-X86-MARIADB10V2_7-1V00",SKIP,"1V00","1V00","1V00",SKIP,"","999bd15a7814ed94b1a231a71849ba1f",VERIFIED,"","df5699c4",CALCULATED,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\TABS\DP-RFSS-7148-V1-01-TAB-X86-MariaDB10V2_7-1V00\",MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"8098c2aaad345edf507a73486894c2b27780c0c4","df5699c4"
-20,"DP-RFSS-7148-V1-01-AS-X86-W10-1V00","DP-RFSS-7148-V1-01-AS-X86-W10-1V00.zip",N/A,"DP-RFSS-7148-V1-01-AS-X86-W10-1V00","DP-RFSS-7148-V1-01-AS-X86-W10-1V00","DP-RFSS-7148-V1-01-AS-X86-W10-1V00",SKIP,"1V00","1V00","1V00",SKIP,"","9a98b4660e00e83797bd718d64fdcc88",VERIFIED,"","a1adf22c",CALCULATED,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\AS\DP-RFSS-7148-V1-01-AS-X86-W10-1V00\",MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"7e9a1999c8b6fd651158ccde642c529f5c7a1577","a1adf22c"
-19,"DP-RFSS-7148-V1-01-AO-X86-W10-1V00","DP-RFSS-7148-V1-01-AO-X86-W10-1V00.exe",N/A,"DP-RFSS-7148-V1-01-AO-X86-W10-1V00","DP-RFSS-7148-V1-01-AO-X86-W10-1V00","DP-RFSS-7148-V1-01-AO-X86-W10-1V00",SKIP,"1V00","1V00","1V00",SKIP,"","9a913bfe4a0c0b5277e7813540df9e39",VERIFIED,"","f77a5d52",CALCULATED,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\AO\DP-RFSS-7148-V1-01-AO-X86-W10-1V00\",MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"f53ca70b22594380d6bcf15e2f7b3a9d44b330bb","f77a5d52"
-18,"DP-RFSS-7148-000-TRP-1V00","NOT FOUND",N/A,"DP-RFSS-7148-000-TRP-1V00","N/A","DP-RFSS-7148-000-TRP-1V00",SKIP,"1V00","N/A","1V00",SKIP,"","Not calculated",NOT CALCULATED,"","Not calculated",N/A,"\\itnas02\PRODUCT CONFIG\MODULE-2019\DP-RFSS-7148\HDD\TRP\",NOT MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"",""
-17,"DP-RFSS-7148-000-TPR-1V00","NOT FOUND",N/A,"DP-RFSS-7148-000-TPR-1V00","N/A","DP-RFSS-7148-000-TPR-1V00",SKIP,"1V00","N/A","1V00",SKIP,"","Not calculated",NOT CALCULATED,"","Not calculated",N/A,"\\itnas02\PRODUCT CONFIG\MODULE-2019\DP-RFSS-7148\HDD\TPR\",NOT MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"",""
-16,"DP-RFSS-7148-000-HRS-1V00","NOT FOUND",N/A,"DP-RFSS-7148-000-HRS-1V00","N/A","DP-RFSS-7148-000-HRS-1V00",SKIP,"1V00","N/A","1V00",SKIP,"","Not calculated",NOT CALCULATED,"","Not calculated",N/A,"\\itnas02\PRODUCT CONFIG\MODULE-2019\DP-RFSS-7148\HDD\HRS\",NOT MATCH,Config-Only,CONFIG_ONLY,CONFIG_ONLY,"",""
1,"DP-RFSS-7148-V1-01-AO-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-AO-X86-W10-1V00.exe",FOUND,"DP-RFSS-7148-V1-01-AO-X86-W10-1V00","DP-RFSS-7148-V1-01-AO-X86-W10-1V00","DP-RFSS-7148-V1-01-AO-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"9A913BFE4A0C0B5277E7813540DF9E39","9a913bfe4a0c0b5277e7813540df9e39",MATCH,"","f77a5d52",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\AO\DP-RFSS-7148-V1-01-AO-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"f53ca70b22594380d6bcf15e2f7b3a9d44b330bb","f77a5d52"
2,"DP-RFSS-7148-V1-01-LIBO-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-LIBO-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-LIBO-X86-W10-1V00","DP-RFSS-7148-V1-01-LIBO-X86-W10-1V00","DP-RFSS-7148-V1-01-LIBO-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"8010FE986C5C82DC4E18661BD255EFCC","8010fe986c5c82dc4e18661bd255efcc",MATCH,"","0ce53a0e",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\LIBO\DP-RFSS-7148-V1-01-LIBO-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"417ae9303392163505c3ba48828d7f9808eeb2a5","0ce53a0e"
3,"DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00.7z","DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"8D3FF611A23B56479D1E38797D549FC2","8d3ff611a23b56479d1e38797d549fc2",MATCH,"","9b0426da",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\UO\DP-RFSS-7148-V1-01-UO-RPTGEN-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"054b7edc9635412c5da3e21e5c39633c886b17a6","9b0426da"
4,"DP-CRF-7232-V1-07-U14-R1-0006F2DF5.zip","NOT FOUND",NOT FOUND,"DP-CRF-7232-V1-07-U14-R1-0006F2DF5.mcs","N/A","N/A",SKIP,"R1","N/A","N/A",SKIP,"87FA3F09D53D83327F44E196DC3D45E3","Not calculated",N/A,"","Not calculated",SKIP,"N/A",SKIP,VDD,MISSING,NOT_IN_FILE,"",""
5,"DP-RFSS-7148-V1-01-TAB-X86-MariaDB10V2_7-1V00.zip","DP-RFSS-7148-V1-01-TAB-X86-MariaDB10V2_7-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-TAB-X86-MariaDB10V2_7-1V00","DP-RFSS-7148-V1-01-TAB-X86-MariaDB10V2_7-1V00","DP-RFSS-7148-V1-01-TAB-X86-MARIADB10V2_7-1V00",MATCH,"1V00","1V00","1V00",MATCH,"999BD15A7814ED94B1A231A71849BA1F","999bd15a7814ed94b1a231a71849ba1f",MATCH,"","df5699c4",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\TABS\DP-RFSS-7148-V1-01-TAB-X86-MariaDB10V2_7-1V00\",MATCH,VDD,MATCH,MATCH,"8098c2aaad345edf507a73486894c2b27780c0c4","df5699c4"
6,"DP-RFSS-7148-V1-01-AS-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-AS-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-AS-X86-W10-1V00","DP-RFSS-7148-V1-01-AS-X86-W10-1V00","DP-RFSS-7148-V1-01-AS-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"9A98B4660E00E83797BD718D64FDCC88","9a98b4660e00e83797bd718d64fdcc88",MATCH,"","a1adf22c",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\AS\DP-RFSS-7148-V1-01-AS-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"7e9a1999c8b6fd651158ccde642c529f5c7a1577","a1adf22c"
7,"DP-RFSS-7148-V1-01-LIBS-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-LIBS-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-LIBS-X86-W10-1V00","DP-RFSS-7148-V1-01-LIBS-X86-W10-1V00","DP-RFSS-7148-V1-01-LIBS-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"9394EEB3AD4D16E093BBD082DE6B989F","9394eeb3ad4d16e093bbd082de6b989f",MATCH,"","0c3bb5d7",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\LIBS\DP-RFSS-7148-V1-01-LIBS-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"104edf5a08ad45a40666d5fb878d4d5029215a6c","0c3bb5d7"
8,"DP-RFSS-7148-V1-01-US-RPTGEN-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-US-RPTGEN-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-US-RPTGEN-X86-W10-1V00","DP-RFSS-7148-V1-01-US-RPTGEN-X86-W10-1V00","DP-RFSS-7148-V1-01-US-RPTGEN-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"0B7FF3E0C06AF10F3364220A54FB3718","0b7ff3e0c06af10f3364220a54fb3718",MATCH,"","f722c624",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\US\DP-RFSS-7148-V1-01-US-RPTGEN-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"a862df5888072d2730d8e4d078cc1ad182ac77be","f722c624"
9,"DP-RFSS-7148-V1-01-IS-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-IS-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-IS-X86-W10-1V00","DP-RFSS-7148-V1-01-IS-X86-W10-1V00","DP-RFSS-7148-V1-01-IS-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"24302E71AD20A00496C1C5B342DC6018","24302e71ad20a00496c1c5b342dc6018",MATCH,"","f29b36db",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\IS\DP-RFSS-7148-V1-01-IS-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"7d531fd895df088a3fa53e1b00b0874c429f10f2","f29b36db"
10,"DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"9F4FFEF477A95FF961C41C433BB6E68C","9f4ffef477a95ff961c41c433bb6e68c",MATCH,"","89f961bf",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\UO\DP-RFSS-7148-V1-01-UO-RPTTEMP-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"2a1aa6c9e3249ba9d7b0cd815caae21c17ca56e9","89f961bf"
11,"DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"CB78181EC6E1E2BAEAD9C05AE6F83C7F","cb78181ec6e1e2baead9c05ae6f83c7f",MATCH,"","0bffe490",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\UO\DP-RFSS-7148-V1-01-UO-CFGDEF-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"ab163d5c6782b161b5d07a9f47d8aac38c5c1d34","0bffe490"
12,"DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"57BD176DB00AB92E6824ED29CA85D6A3","57bd176db00ab92e6824ed29ca85d6a3",MATCH,"","682da501",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\UO\DP-RFSS-7148-V1-01-UO-PARAMDEF-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"6beafc74a7ede4b56518d2074fcf9158764cb6cc","682da501"
13,"DP-RFSS-7148-V1-01-US-RPTTEMP-X86-W10-1V00.zip","DP-RFSS-7148-V1-01-US-RPTTEMP-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-US-RPTTEMP-X86-W10-1V00","DP-RFSS-7148-V1-01-US-RPTTEMP-X86-W10-1V00","DP-RFSS-7148-V1-01-US-RPTTEMP-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"A007FB4B32EF6247EE8B4EFB7503D679","a007fb4b32ef6247ee8b4efb7503d679",MATCH,"","d78c495f",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\US\DP-RFSS-7148-V1-01-US-RPTTEMP-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"df016b63fed17d035ad0f7f8cdb1b14657fe1f3c","d78c495f"
14,"DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00.7z","DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"73D5FA3BF1003F6EB9FB877AC09529D4","73d5fa3bf1003f6eb9fb877ac09529d4",MATCH,"","4014e359",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\US\DP-RFSS-7148-V1-01-US-CFGDEF-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"02f205777703a7565394c1cb336af8bf63356cab","4014e359"
15,"DP-RFSS-7148-V1-01-US-PARAMDEF-X86-W10-1V00.7z","DP-RFSS-7148-V1-01-US-PARAMDEF-X86-W10-1V00.zip",FOUND,"DP-RFSS-7148-V1-01-US-PARAMDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-US-PARAMDEF-X86-W10-1V00","DP-RFSS-7148-V1-01-US-PARAMDEF-X86-W10-1V00",MATCH,"1V00","1V00","1V00",MATCH,"46381EEC972F8ECEAA5C92C50AF44168","46381eec972f8eceaa5c92c50af44168",MATCH,"","80d6036d",SKIP,"\\itnas02\PROJECTS22\YEB2800\SDG\DP-RFSS-7148\SW\SrcCode\US\DP-RFSS-7148-V1-01-US-PARAMDEF-X86-W10-1V00\",MATCH,VDD,MATCH,MATCH,"9f82926789c416fcb11c86578ee73b5923e46818","80d6036d"
